wild_strain	dist_exp	domain	n_tx	dist_gene	n_variants	n_swept_chr	genotype	cv_dist_exp	cv_dist_exp_x	cv_dist_exp_y	cv_dist_gene	cv_dist_gene_x	cv_dist_gene_y
JU2853	89.700402969092	Center	13813	89.9055059493021	381740	3	swept	NA	NA	NA	NA	NA	NA
JU2862	91.3913067134256	Center	13813	112.698713391059	381740	3	swept	NA	NA	NA	NA	NA	NA
JU2866	114.935015723758	Center	13813	113.415166534287	381740	3	swept	NA	NA	NA	NA	NA	NA
JU2879	102.082220404465	Center	13813	158.303505962439	381740	2	swept	NA	NA	NA	NA	NA	NA
JU2906	94.4904549029942	Center	13813	68.7168101704379	381740	4	swept	NA	NA	NA	NA	NA	NA
JU2907	69.989005390964	Center	13813	46.1410879802373	381740	3	swept	NA	NA	NA	NA	NA	NA
JU310	81.5589277009998	Center	13813	96.6229786334493	381740	3	swept	NA	NA	NA	NA	NA	NA
JU311	96.4536835889509	Center	13813	66.0908465674332	381740	2	swept	NA	NA	NA	NA	NA	NA
JU3128	89.9397416940266	Center	13813	99.121138007995	381740	3	swept	NA	NA	NA	NA	NA	NA
JU3132	103.830223349728	Center	13813	110.738430546942	381740	2	swept	NA	NA	NA	NA	NA	NA
JU3134	76.8621351284243	Center	13813	103.97114984456	381740	2	swept	NA	NA	NA	NA	NA	NA
JU3140	135.001060242477	Center	13813	114.43775600736	381740	2	swept	NA	NA	NA	NA	NA	NA
JU3144	96.0162263694535	Center	13813	138.63260799682	381740	4	swept	NA	NA	NA	NA	NA	NA
JU323	94.9088598659213	Center	13813	99.3227063666713	381740	3	swept	NA	NA	NA	NA	NA	NA
JU346	78.6933547432863	Center	13813	99.5991967839099	381740	2	swept	NA	NA	NA	NA	NA	NA
JU360	92.4927213502379	Center	13813	119.398492452794	381740	3	swept	NA	NA	NA	NA	NA	NA
JU367	67.9224508560217	Center	13813	30.1330383466387	381740	3	swept	NA	NA	NA	NA	NA	NA
JU394	83.9131314972108	Center	13813	43.3704968844029	381740	2	swept	NA	NA	NA	NA	NA	NA
JU397	114.456435599401	Center	13813	102.274141404365	381740	2	swept	NA	NA	NA	NA	NA	NA
JU406	75.4524621068772	Center	13813	36.5239647354993	381740	2	swept	NA	NA	NA	NA	NA	NA
JU440	78.9890479079203	Center	13813	58.0775343829264	381740	4	swept	NA	NA	NA	NA	NA	NA
JU642	93.1896106778461	Center	13813	110.715852523476	381740	3	swept	NA	NA	NA	NA	NA	NA
JU774	107.374595382873	Center	13813	136.923336214102	381740	4	swept	NA	NA	NA	NA	NA	NA
JU775	95.138207685738	Center	13813	213.281504120728	381740	1	swept	NA	NA	NA	NA	NA	NA
JU778	92.3542215818026	Center	13813	131.643457870112	381740	2	swept	NA	NA	NA	NA	NA	NA
JU782	84.7441549114323	Center	13813	134.391219951305	381740	2	swept	NA	NA	NA	NA	NA	NA
JU792	80.097813563273	Center	13813	114.498908291739	381740	2	swept	NA	NA	NA	NA	NA	NA
JU830	91.964137384428	Center	13813	118.494725621017	381740	3	swept	NA	NA	NA	NA	NA	NA
JU847	89.4302846979701	Center	13813	101.143462467922	381740	2	swept	NA	NA	NA	NA	NA	NA
KR314	86.5881726054185	Center	13813	109.808924956034	381740	4	swept	NA	NA	NA	NA	NA	NA
LKC34	81.4654737998356	Center	13813	119.808180021232	381740	2	swept	NA	NA	NA	NA	NA	NA
MY1	91.7093635186943	Center	13813	127.232071428551	381740	3	swept	NA	NA	NA	NA	NA	NA
MY10	90.2446800091223	Center	13813	131.616868219845	381740	4	swept	NA	NA	NA	NA	NA	NA
MY16	77.3504386697152	Center	13813	156.345770649545	381740	0	divergent	NA	NA	NA	NA	NA	NA
MY18	84.2648575070921	Center	13813	129.549218446118	381740	1	swept	NA	NA	NA	NA	NA	NA
MY2147	99.1941581098605	Center	13813	70.6116137756389	381740	1	swept	NA	NA	NA	NA	NA	NA
MY2212	96.9626001719813	Center	13813	104.182532125112	381740	3	swept	NA	NA	NA	NA	NA	NA
MY23	81.1296673672218	Center	13813	164.954539191863	381740	0	divergent	NA	NA	NA	NA	NA	NA
MY2573	112.505485650954	Center	13813	74.7127833774114	381740	2	swept	NA	NA	NA	NA	NA	NA
MY2585	97.4111528805962	Center	13813	113.247516529061	381740	3	swept	NA	NA	NA	NA	NA	NA
MY2713	80.9322301033092	Center	13813	111.758668567588	381740	3	swept	NA	NA	NA	NA	NA	NA
MY518	92.1551343332278	Center	13813	112.236357745608	381740	2	swept	NA	NA	NA	NA	NA	NA
MY772	95.8013120658497	Center	13813	97.9897953870708	381740	1	swept	NA	NA	NA	NA	NA	NA
MY795	87.9552667934872	Center	13813	116.51180197731	381740	2	swept	NA	NA	NA	NA	NA	NA
MY920	90.4530237846726	Center	13813	92.9031754032121	381740	4	swept	NA	NA	NA	NA	NA	NA
NIC1	105.937236157879	Center	13813	102.20567498921	381740	4	swept	NA	NA	NA	NA	NA	NA
NIC166	84.70917850007	Center	13813	100.463923873199	381740	2	swept	NA	NA	NA	NA	NA	NA
NIC199	100.173125902143	Center	13813	140.612943927648	381740	1	swept	NA	NA	NA	NA	NA	NA
NIC2	77.3700404972986	Center	13813	58.9915248150105	381740	4	swept	NA	NA	NA	NA	NA	NA
NIC207	75.7736473270257	Center	13813	104.264087777144	381740	4	swept	NA	NA	NA	NA	NA	NA
NIC231	89.7703638906997	Center	13813	116.038786618958	381740	3	swept	NA	NA	NA	NA	NA	NA
NIC236	75.7632724334041	Center	13813	116.516093309036	381740	1	swept	NA	NA	NA	NA	NA	NA
NIC242	68.2122803844696	Center	13813	86.7525215771853	381740	3	swept	NA	NA	NA	NA	NA	NA
NIC251	94.0255283693258	Center	13813	215.569014471004	381740	0	divergent	NA	NA	NA	NA	NA	NA
NIC252	90.629703950201	Center	13813	138.152090103625	381740	0	divergent	NA	NA	NA	NA	NA	NA
NIC255	75.8907285172313	Center	13813	90.2441133814278	381740	4	swept	NA	NA	NA	NA	NA	NA
NIC256	108.959797175418	Center	13813	145.413204352287	381740	2	swept	NA	NA	NA	NA	NA	NA
NIC258	148.52074789809	Center	13813	195.494245439604	381740	1	swept	NA	NA	NA	NA	NA	NA
NIC259	88.9220121685928	Center	13813	124.559222862059	381740	2	swept	NA	NA	NA	NA	NA	NA
NIC260	110.334169040056	Center	13813	159.828032585026	381740	3	swept	NA	NA	NA	NA	NA	NA
NIC261	96.0142600397167	Center	13813	172.571724219236	381740	2	swept	NA	NA	NA	NA	NA	NA
NIC265	92.4724144529025	Center	13813	204.313484625954	381740	0	divergent	NA	NA	NA	NA	NA	NA
NIC266	75.6757446661561	Center	13813	121.260051129793	381740	0	divergent	NA	NA	NA	NA	NA	NA
NIC267	90.7202115089783	Center	13813	115.965512114594	381740	2	swept	NA	NA	NA	NA	NA	NA
NIC268	150.066447575119	Center	13813	136.31947769853	381740	0	divergent	NA	NA	NA	NA	NA	NA
NIC271	83.2209078301599	Center	13813	145.01724035438	381740	2	swept	NA	NA	NA	NA	NA	NA
NIC274	111.638796422045	Center	13813	120.938000644959	381740	2	swept	NA	NA	NA	NA	NA	NA
NIC275	98.8570309515638	Center	13813	112.556652402246	381740	4	swept	NA	NA	NA	NA	NA	NA
NIC276	87.0912894647433	Center	13813	112.561094522042	381740	2	swept	NA	NA	NA	NA	NA	NA
NIC277	106.370840982778	Center	13813	95.9426912276282	381740	3	swept	NA	NA	NA	NA	NA	NA
NIC3	90.3663215001703	Center	13813	99.569071503153	381740	3	swept	NA	NA	NA	NA	NA	NA
NIC501	87.3089511623721	Center	13813	137.956514887844	381740	1	swept	NA	NA	NA	NA	NA	NA
NIC511	84.7488482115149	Center	13813	92.233399590387	381740	2	swept	NA	NA	NA	NA	NA	NA
NIC513	116.678711767068	Center	13813	117.596768663089	381740	1	swept	NA	NA	NA	NA	NA	NA
NIC514	93.3042653051283	Center	13813	115.801554393713	381740	2	swept	NA	NA	NA	NA	NA	NA
NIC515	112.3821598956	Center	13813	131.514257782189	381740	3	swept	NA	NA	NA	NA	NA	NA
NIC523	117.586732758336	Center	13813	140.110670542968	381740	2	swept	NA	NA	NA	NA	NA	NA
NIC526	115.523344996623	Center	13813	118.848643240047	381740	2	swept	NA	NA	NA	NA	NA	NA
NIC527	101.049061442625	Center	13813	100.384261714673	381740	2	swept	NA	NA	NA	NA	NA	NA
NIC528	102.024372743337	Center	13813	116.086174887452	381740	3	swept	NA	NA	NA	NA	NA	NA
NIC529	108.644593173794	Center	13813	98.4530344885316	381740	3	swept	NA	NA	NA	NA	NA	NA
PB306	95.3943942952739	Center	13813	138.574889500227	381740	1	swept	NA	NA	NA	NA	NA	NA
PS2025	102.289746703165	Center	13813	138.726349335662	381740	1	swept	NA	NA	NA	NA	NA	NA
PX179	80.6910867330106	Center	13813	67.2309452558864	381740	3	swept	NA	NA	NA	NA	NA	NA
QG2075	71.4383995921041	Center	13813	138.228072402099	381740	2	swept	NA	NA	NA	NA	NA	NA
QG556	121.24614331509	Center	13813	143.66976021418	381740	1	swept	NA	NA	NA	NA	NA	NA
QW947	88.5405054761251	Center	13813	129.915357059895	381740	3	swept	NA	NA	NA	NA	NA	NA
QX1212	73.347533331693	Center	13813	138.412427187735	381740	4	swept	NA	NA	NA	NA	NA	NA
QX1233	113.12561951799	Center	13813	113.322548506464	381740	1	swept	NA	NA	NA	NA	NA	NA
QX1791	108.928623437496	Center	13813	146.331814722568	381740	0	divergent	NA	NA	NA	NA	NA	NA
QX1792	118.512944881441	Center	13813	144.343340684633	381740	1	swept	NA	NA	NA	NA	NA	NA
QX1793	95.6497435337366	Center	13813	162.622261698699	381740	0	divergent	NA	NA	NA	NA	NA	NA
QX1794	97.2921660107616	Center	13813	151.74320413119	381740	0	divergent	NA	NA	NA	NA	NA	NA
RC301	95.3352478086946	Center	13813	114.38968484964	381740	3	swept	NA	NA	NA	NA	NA	NA
WN2050	74.331996678801	Center	13813	112.347674653283	381740	1	swept	NA	NA	NA	NA	NA	NA
XZ1513	87.7893981607334	Center	13813	147.006802563691	381740	0	divergent	NA	NA	NA	NA	NA	NA
XZ1515	134.383865913326	Center	13813	134.070876777919	381740	1	swept	NA	NA	NA	NA	NA	NA
XZ1516	111.029282113636	Center	13813	367.632969141779	381740	0	divergent	NA	NA	NA	NA	NA	NA
AB1	73.5008183941196	Swept	8836	34.1906419945575	266374	4	swept	0.17	19.94993734326	120.734380213164	0.64	316.791729690028	53.1471564899115
BRC20067	61.2384820182545	Swept	8836	27.8208554864871	266374	3	swept	NA	NA	NA	NA	NA	NA
BRC20263	72.2490463679567	Swept	8836	79.3977329651168	266374	3	swept	NA	NA	NA	NA	NA	NA
CB4852	81.2328878077122	Swept	8836	33.9852909359329	266374	4	swept	NA	NA	NA	NA	NA	NA
CB4855	66.792596171723	Swept	8836	39.3573373083089	266374	1	swept	NA	NA	NA	NA	NA	NA
CB4856	84.6236404237141	Swept	8836	135.974262270475	266374	0	divergent	NA	NA	NA	NA	NA	NA
CB4857	70.7702126308826	Swept	8836	33.0907842155486	266374	2	swept	NA	NA	NA	NA	NA	NA
CB4858	65.8796412470785	Swept	8836	20.6397674405503	266374	4	swept	NA	NA	NA	NA	NA	NA
CX11254	119.785193469081	Swept	8836	88.4081444212014	266374	2	swept	NA	NA	NA	NA	NA	NA
CX11262	70.2543896802917	Swept	8836	98.9090491310072	266374	2	swept	NA	NA	NA	NA	NA	NA
CX11264	87.7139958432486	Swept	8836	99.8699153899712	266374	2	swept	NA	NA	NA	NA	NA	NA
CX11271	74.5298884078871	Swept	8836	50.438080851674	266374	3	swept	NA	NA	NA	NA	NA	NA
CX11276	59.7748020316627	Swept	8836	53.3853912601566	266374	3	swept	NA	NA	NA	NA	NA	NA
CX11285	77.9773435495958	Swept	8836	58.2923665671587	266374	2	swept	NA	NA	NA	NA	NA	NA
CX11292	66.538783628703	Swept	8836	21.540659228538	266374	4	swept	NA	NA	NA	NA	NA	NA
CX11307	75.7138213134876	Swept	8836	94.5357075395324	266374	2	swept	NA	NA	NA	NA	NA	NA
CX11314	80.5287713044616	Swept	8836	85.871997764114	266374	4	swept	NA	NA	NA	NA	NA	NA
CX11315	77.2215776016018	Swept	8836	74.222638056054	266374	3	swept	NA	NA	NA	NA	NA	NA
DL200	71.0733975880079	Swept	8836	61.2780547994141	266374	3	swept	NA	NA	NA	NA	NA	NA
DL226	66.1047669111645	Swept	8836	22.8691932520585	266374	3	swept	NA	NA	NA	NA	NA	NA
DL238	75.3456720693838	Swept	8836	142.537714307477	266374	0	divergent	NA	NA	NA	NA	NA	NA
ECA189	81.2845729026438	Swept	8836	116.051712611232	266374	0	divergent	NA	NA	NA	NA	NA	NA
ECA348	86.2377293288387	Swept	8836	100.970292660762	266374	0	divergent	NA	NA	NA	NA	NA	NA
ECA349	89.803477669255	Swept	8836	33.1813200460741	266374	3	swept	NA	NA	NA	NA	NA	NA
ECA363	108.303402475602	Swept	8836	250.631203165129	266374	0	divergent	NA	NA	NA	NA	NA	NA
ECA372	70.0782163888508	Swept	8836	106.339080304468	266374	0	divergent	NA	NA	NA	NA	NA	NA
ECA592	93.315326871753	Swept	8836	84.1783820229398	266374	1	swept	NA	NA	NA	NA	NA	NA
ECA594	93.2778982863773	Swept	8836	131.981059247151	266374	1	swept	NA	NA	NA	NA	NA	NA
ECA703	86.3271065007764	Swept	8836	167.257286836777	266374	0	divergent	NA	NA	NA	NA	NA	NA
ECA705	75.6506069800928	Swept	8836	116.038786618958	266374	0	divergent	NA	NA	NA	NA	NA	NA
ECA710	84.6421928059168	Swept	8836	120.822183393614	266374	0	divergent	NA	NA	NA	NA	NA	NA
ECA738	75.9378237550705	Swept	8836	122.857641195003	266374	0	divergent	NA	NA	NA	NA	NA	NA
ECA743	80.6618758311981	Swept	8836	97.8672570372747	266374	0	divergent	NA	NA	NA	NA	NA	NA
ECA745	85.3954897823	Swept	8836	234.97872244099	266374	0	divergent	NA	NA	NA	NA	NA	NA
ECA777	79.7301512599801	Swept	8836	120	266374	0	divergent	NA	NA	NA	NA	NA	NA
ECA812	104.588607892748	Swept	8836	141.131144684651	266374	0	divergent	NA	NA	NA	NA	NA	NA
ECA923	71.9831363789828	Swept	8836	78.064076245095	266374	2	swept	NA	NA	NA	NA	NA	NA
ED3005	57.6732677627129	Swept	8836	65.6505902486794	266374	2	swept	NA	NA	NA	NA	NA	NA
ED3012	95.724020252728	Swept	8836	20.1246117974981	266374	4	swept	NA	NA	NA	NA	NA	NA
ED3017	69.7678571411238	Swept	8836	33.9705755029261	266374	4	swept	NA	NA	NA	NA	NA	NA
ED3040	72.3442033581189	Swept	8836	45.3100430368368	266374	3	swept	NA	NA	NA	NA	NA	NA
ED3048	65.7313470332371	Swept	8836	20.9284495364563	266374	4	swept	NA	NA	NA	NA	NA	NA
ED3049	85.9514408164659	Swept	8836	31.3528308131818	266374	0	divergent	NA	NA	NA	NA	NA	NA
ED3052	66.3249656114051	Swept	8836	42.743420546325	266374	3	swept	NA	NA	NA	NA	NA	NA
ED3073	53.1471564899115	Swept	8836	32.218007387174	266374	4	swept	NA	NA	NA	NA	NA	NA
ED3077	63.8723722653795	Swept	8836	31.4006369362152	266374	4	swept	NA	NA	NA	NA	NA	NA
EG4347	57.59959941147	Swept	8836	22.0907220343745	266374	3	swept	NA	NA	NA	NA	NA	NA
EG4724	92.4025910189061	Swept	8836	92.4175308044962	266374	2	swept	NA	NA	NA	NA	NA	NA
EG4946	80.3245240500432	Swept	8836	21.5870331449229	266374	4	swept	NA	NA	NA	NA	NA	NA
GXW1	78.6200229174192	Swept	8836	33.8230690505755	266374	3	swept	NA	NA	NA	NA	NA	NA
JT11398	67.1830961370612	Swept	8836	35.213633723318	266374	3	swept	NA	NA	NA	NA	NA	NA
JU1088	63.6147493618758	Swept	8836	34.2344855372474	266374	3	swept	NA	NA	NA	NA	NA	NA
JU1172	61.0432017951192	Swept	8836	21.7944947177034	266374	4	swept	NA	NA	NA	NA	NA	NA
JU1200	65.9375793130223	Swept	8836	20.712315177208	266374	4	swept	NA	NA	NA	NA	NA	NA
JU1212	70.0381243816868	Swept	8836	74.4110206891425	266374	1	swept	NA	NA	NA	NA	NA	NA
JU1213	76.0597739011681	Swept	8836	66.3777071011044	266374	2	swept	NA	NA	NA	NA	NA	NA
JU1242	76.5205388146188	Swept	8836	55.8032257132148	266374	3	swept	NA	NA	NA	NA	NA	NA
JU1246	71.6777407062853	Swept	8836	56.3914887194867	266374	1	swept	NA	NA	NA	NA	NA	NA
JU1395	75.1201278168892	Swept	8836	36.2215405525497	266374	4	swept	NA	NA	NA	NA	NA	NA
JU1409	61.1429041169333	Swept	8836	35.9444015112229	266374	4	swept	NA	NA	NA	NA	NA	NA
JU1440	79.9155379863688	Swept	8836	33.8673884437522	266374	4	swept	NA	NA	NA	NA	NA	NA
JU1491	78.3410018082796	Swept	8836	34.3656805548792	266374	2	swept	NA	NA	NA	NA	NA	NA
JU1530	100.484396828374	Swept	8836	38.3405790253616	266374	3	swept	NA	NA	NA	NA	NA	NA
JU1543	86.2191469350731	Swept	8836	36.1386219991853	266374	4	swept	NA	NA	NA	NA	NA	NA
JU1568	63.3927349354275	Swept	8836	20.952326839757	266374	4	swept	NA	NA	NA	NA	NA	NA
JU1581	70.4335192147127	Swept	8836	82.2921624457639	266374	1	swept	NA	NA	NA	NA	NA	NA
JU1586	95.4405406261079	Swept	8836	23.9374184071716	266374	4	swept	NA	NA	NA	NA	NA	NA
JU1652	71.9861347576026	Swept	8836	67.0522184569608	266374	3	swept	NA	NA	NA	NA	NA	NA
JU1666	62.2065223576801	Swept	8836	60.8933493905533	266374	2	swept	NA	NA	NA	NA	NA	NA
JU1792	79.1602853128597	Swept	8836	31.0966236109324	266374	3	swept	NA	NA	NA	NA	NA	NA
JU1793	83.7679953258149	Swept	8836	106.489436095793	266374	1	swept	NA	NA	NA	NA	NA	NA
JU1808	92.9097574129543	Swept	8836	42.4028300942284	266374	2	swept	NA	NA	NA	NA	NA	NA
JU1896	75.8738271412164	Swept	8836	80.0249960949702	266374	2	swept	NA	NA	NA	NA	NA	NA
JU1934	75.4781574141043	Swept	8836	41.7971290880127	266374	2	swept	NA	NA	NA	NA	NA	NA
JU2001	66.9463644451486	Swept	8836	90.6035319399857	266374	2	swept	NA	NA	NA	NA	NA	NA
JU2007	69.0022608925836	Swept	8836	73.9932429347437	266374	3	swept	NA	NA	NA	NA	NA	NA
JU2016	71.9166967345512	Swept	8836	21.8632111090754	266374	4	swept	NA	NA	NA	NA	NA	NA
JU2017	58.7442803332529	Swept	8836	56.6656862660288	266374	2	swept	NA	NA	NA	NA	NA	NA
JU2106	75.161597950917	Swept	8836	108.719823399415	266374	1	swept	NA	NA	NA	NA	NA	NA
JU2131	94.4617050291801	Swept	8836	60.613529842767	266374	2	swept	NA	NA	NA	NA	NA	NA
JU2141	98.981887668922	Swept	8836	40.9878030638384	266374	2	swept	NA	NA	NA	NA	NA	NA
JU2234	97.9212038330906	Swept	8836	59.5986577030054	266374	3	swept	NA	NA	NA	NA	NA	NA
JU2250	58.6712769975287	Swept	8836	61.0655385630881	266374	2	swept	NA	NA	NA	NA	NA	NA
JU2257	58.495693994391	Swept	8836	31.2569992161756	266374	2	swept	NA	NA	NA	NA	NA	NA
JU2464	67.4773660273339	Swept	8836	39.2173431022552	266374	4	swept	NA	NA	NA	NA	NA	NA
JU2466	74.8348728517631	Swept	8836	24.2693221990232	266374	4	swept	NA	NA	NA	NA	NA	NA
JU2478	60.614768851359	Swept	8836	49.6990945591567	266374	3	swept	NA	NA	NA	NA	NA	NA
JU2513	58.2572433978658	Swept	8836	21.2837966537928	266374	4	swept	NA	NA	NA	NA	NA	NA
JU2519	70.3043599001658	Swept	8836	126.479247309588	266374	1	swept	NA	NA	NA	NA	NA	NA
JU2522	69.2647447326353	Swept	8836	72.8697468089467	266374	1	swept	NA	NA	NA	NA	NA	NA
JU2526	93.7760300780145	Swept	8836	179.685836948826	266374	0	divergent	NA	NA	NA	NA	NA	NA
JU2534	60.3550065847217	Swept	8836	41.545156155682	266374	3	swept	NA	NA	NA	NA	NA	NA
JU2565	82.5895187269225	Swept	8836	31	266374	2	swept	NA	NA	NA	NA	NA	NA
JU2566	72.8773649181134	Swept	8836	50.7937003968012	266374	3	swept	NA	NA	NA	NA	NA	NA
JU2570	92.5491421307298	Swept	8836	60.9097693313642	266374	2	swept	NA	NA	NA	NA	NA	NA
JU2572	78.5051611034531	Swept	8836	30.935416596516	266374	3	swept	NA	NA	NA	NA	NA	NA
JU2575	88.2733399754918	Swept	8836	39.7366329726111	266374	3	swept	NA	NA	NA	NA	NA	NA
JU2576	96.3440658586416	Swept	8836	72.780491891715	266374	1	swept	NA	NA	NA	NA	NA	NA
JU2578	71.4221389339639	Swept	8836	28.8963665535998	266374	3	swept	NA	NA	NA	NA	NA	NA
JU2581	86.2273172410896	Swept	8836	86.5043351514824	266374	2	swept	NA	NA	NA	NA	NA	NA
JU2586	70.870992661064	Swept	8836	89.2636544176856	266374	2	swept	NA	NA	NA	NA	NA	NA
JU2592	79.2510635125165	Swept	8836	67.3869423553258	266374	3	swept	NA	NA	NA	NA	NA	NA
JU2600	82.1524336477926	Swept	8836	59.9332962550868	266374	2	swept	NA	NA	NA	NA	NA	NA
JU2610	99.3081533392544	Swept	8836	59.9499791492875	266374	2	swept	NA	NA	NA	NA	NA	NA
JU2619	65.8629485892467	Swept	8836	74.8665479369792	266374	3	swept	NA	NA	NA	NA	NA	NA
JU2811	79.134644034363	Swept	8836	88.7242920512753	266374	2	swept	NA	NA	NA	NA	NA	NA
JU2838	77.7720610784444	Swept	8836	111.274435518676	266374	2	swept	NA	NA	NA	NA	NA	NA
JU2841	80.621051699286	Swept	8836	67.096944788865	266374	3	swept	NA	NA	NA	NA	NA	NA
JU2853	71.9070103176508	Swept	8836	33.8821486921948	266374	3	swept	NA	NA	NA	NA	NA	NA
JU2862	72.8446676480314	Swept	8836	54.1848687365763	266374	3	swept	NA	NA	NA	NA	NA	NA
JU2866	91.8417704899299	Swept	8836	44.7548880012005	266374	3	swept	NA	NA	NA	NA	NA	NA
JU2879	82.1657263465557	Swept	8836	118.878088813709	266374	2	swept	NA	NA	NA	NA	NA	NA
JU2906	76.1625903410537	Swept	8836	57.4195088798224	266374	4	swept	NA	NA	NA	NA	NA	NA
JU2907	56.1493419160757	Swept	8836	25.0798724079689	266374	3	swept	NA	NA	NA	NA	NA	NA
JU310	65.2832843357509	Swept	8836	38.4837628097877	266374	3	swept	NA	NA	NA	NA	NA	NA
JU311	78.1812153579266	Swept	8836	50.2891638427206	266374	2	swept	NA	NA	NA	NA	NA	NA
JU3128	70.800039791674	Swept	8836	40.9511904588865	266374	3	swept	NA	NA	NA	NA	NA	NA
JU3132	83.357340859849	Swept	8836	57.930993431841	266374	2	swept	NA	NA	NA	NA	NA	NA
JU3134	59.9930000643181	Swept	8836	33.6452076825214	266374	2	swept	NA	NA	NA	NA	NA	NA
JU3140	109.95214496365	Swept	8836	61.0081961706786	266374	2	swept	NA	NA	NA	NA	NA	NA
JU3144	76.9272654321163	Swept	8836	81.1972905951917	266374	4	swept	NA	NA	NA	NA	NA	NA
JU323	74.9039073442301	Swept	8836	58.0517010948	266374	3	swept	NA	NA	NA	NA	NA	NA
JU346	63.3214375892154	Swept	8836	61.6198020120156	266374	2	swept	NA	NA	NA	NA	NA	NA
JU360	74.0267654758867	Swept	8836	81.2096053432105	266374	3	swept	NA	NA	NA	NA	NA	NA
JU367	55.0203076251172	Swept	8836	21.9089023002066	266374	3	swept	NA	NA	NA	NA	NA	NA
JU394	67.6476796507229	Swept	8836	39.4715087119811	266374	2	swept	NA	NA	NA	NA	NA	NA
JU397	92.7379125720843	Swept	8836	61.0900973972051	266374	2	swept	NA	NA	NA	NA	NA	NA
JU406	61.2986986697187	Swept	8836	31.5753068076939	266374	2	swept	NA	NA	NA	NA	NA	NA
JU440	64.547986156146	Swept	8836	39.7869325281555	266374	4	swept	NA	NA	NA	NA	NA	NA
JU642	74.8019040355196	Swept	8836	40.853396431631	266374	3	swept	NA	NA	NA	NA	NA	NA
JU774	85.2725800697416	Swept	8836	85.0646812725469	266374	4	swept	NA	NA	NA	NA	NA	NA
JU775	78.5386732164865	Swept	8836	172.872785596808	266374	1	swept	NA	NA	NA	NA	NA	NA
JU778	75.5895496173046	Swept	8836	70.3775532396516	266374	2	swept	NA	NA	NA	NA	NA	NA
JU782	67.3082746006131	Swept	8836	96.0156237286412	266374	2	swept	NA	NA	NA	NA	NA	NA
JU792	64.7003181904585	Swept	8836	61.1473629848418	266374	2	swept	NA	NA	NA	NA	NA	NA
JU830	74.2433698158323	Swept	8836	56.9122131005288	266374	3	swept	NA	NA	NA	NA	NA	NA
JU847	70.542114194024	Swept	8836	64.8228354825674	266374	2	swept	NA	NA	NA	NA	NA	NA
KR314	68.6615684777505	Swept	8836	23.4946802489415	266374	4	swept	NA	NA	NA	NA	NA	NA
LKC34	64.5432760216396	Swept	8836	40.2616442783948	266374	2	swept	NA	NA	NA	NA	NA	NA
MY1	71.2285886176794	Swept	8836	56.6833308830736	266374	3	swept	NA	NA	NA	NA	NA	NA
MY10	72.0783082879863	Swept	8836	69.2026011071838	266374	4	swept	NA	NA	NA	NA	NA	NA
MY16	62.8533574438647	Swept	8836	124.217551094843	266374	0	divergent	NA	NA	NA	NA	NA	NA
MY18	66.8553011874068	Swept	8836	84.1308504652128	266374	1	swept	NA	NA	NA	NA	NA	NA
MY2147	81.9837301035792	Swept	8836	60.4896685393465	266374	1	swept	NA	NA	NA	NA	NA	NA
MY2212	77.727900969721	Swept	8836	56.7362318100171	266374	3	swept	NA	NA	NA	NA	NA	NA
MY23	66.2513756495841	Swept	8836	132.762946637983	266374	0	divergent	NA	NA	NA	NA	NA	NA
MY2573	90.7524128856825	Swept	8836	54.3691088762727	266374	2	swept	NA	NA	NA	NA	NA	NA
MY2585	79.8592133754292	Swept	8836	25.8650343127551	266374	3	swept	NA	NA	NA	NA	NA	NA
MY2713	64.8690270956533	Swept	8836	53.7215040742532	266374	3	swept	NA	NA	NA	NA	NA	NA
MY518	74.3250667616446	Swept	8836	38.5875627631495	266374	2	swept	NA	NA	NA	NA	NA	NA
MY772	77.6903409945349	Swept	8836	59.8247440445841	266374	1	swept	NA	NA	NA	NA	NA	NA
MY795	71.7015822657281	Swept	8836	65.0768776140958	266374	2	swept	NA	NA	NA	NA	NA	NA
MY920	72.1774277299333	Swept	8836	25.1594912508182	266374	4	swept	NA	NA	NA	NA	NA	NA
NIC1	83.9538072849167	Swept	8836	29.2061637330205	266374	4	swept	NA	NA	NA	NA	NA	NA
NIC166	67.00160157559	Swept	8836	55.208694967369	266374	2	swept	NA	NA	NA	NA	NA	NA
NIC199	79.4599531683123	Swept	8836	101.567711404757	266374	1	swept	NA	NA	NA	NA	NA	NA
NIC2	61.7251561592097	Swept	8836	19.94993734326	266374	4	swept	NA	NA	NA	NA	NA	NA
NIC207	59.4441461401262	Swept	8836	32.0312347560939	266374	4	swept	NA	NA	NA	NA	NA	NA
NIC231	72.554912442024	Swept	8836	44.6430285710994	266374	3	swept	NA	NA	NA	NA	NA	NA
NIC236	59.7361733010556	Swept	8836	35.3553390593274	266374	1	swept	NA	NA	NA	NA	NA	NA
NIC242	54.3907303754301	Swept	8836	22.3606797749979	266374	3	swept	NA	NA	NA	NA	NA	NA
NIC251	77.310983126951	Swept	8836	179.332094171679	266374	0	divergent	NA	NA	NA	NA	NA	NA
NIC252	72.8704257464959	Swept	8836	96.0624796681826	266374	0	divergent	NA	NA	NA	NA	NA	NA
NIC255	60.0128072045078	Swept	8836	20.3224014329016	266374	4	swept	NA	NA	NA	NA	NA	NA
